no;Dependen;Independen_1;Independen_2;Independen_3;Independen_4;Independen_5;Independen_6;Independen_7;Independen_8;Independen_9;Independen_10;Independen_11;Independen_12;Independen_13
7118;1;43;NA;NA;0;3;0;NA;1;0;0;1;2.420368129;NA
7119;1;54;0;0;0;5;1;2.690808395;1;0;0;1;NA;1
7120;2;45;1;0;0;4;1;2.822980168;0;1;0;1;2.95651156;0
7121;1;54;0;0;0;3;1;2.26336438;1;0;0;1;3.649658741;1
7122;1;34;NA;NA;1;3;0;NA;1;0;0;1;3.138833117;NA
7123;2;52;0;0;0;3;1;3.575550769;0;1;0;1;4.095945844;1
7124;2;32;0;1;0;4;1;3.179655112;0;1;0;1;3.361976669;0
7125;1;50;1;0;0;3;0;NA;1;0;0;1;3.544298225;0
7126;1;41;0;0;1;4;0;NA;1;0;0;1;3.117779708;1
7127;1;48;0;0;0;5;1;2.35867456;1;0;0;1;2.445685937;1
7128;1;33;0;0;0;5;1;3.571697199;1;0;0;1;NA;1
7129;1;38;0;0;0;2;1;2.95651156;1;0;0;1;2.95651156;1
7130;2;47;1;0;0;3;0;NA;0;1;0;1;4.244365849;0
7131;1;35;0;0;1;3;1;3.89260492;1;0;0;1;3.516127348;1
7132;1;47;0;0;0;4;1;3.218875825;1;0;0;1;3.544298225;1
7133;2;34;0;0;2;5;0;NA;0;1;0;1;NA;1
7134;1;41;NA;NA;0;3;0;NA;1;0;0;0;NA;NA
7135;1;51;0;0;0;3;1;3.710283363;1;0;0;1;4.72721762;1
7136;1;46;0;0;0;3;0;NA;1;0;0;0;NA;1
7137;1;38;0;0;0;3;0;NA;1;0;0;1;3.179655112;1
7138;1;44;0;0;0;3;1;2.95651156;1;0;0;1;3.544298225;1
7139;1;43;0;0;0;4;1;3.028832222;1;0;0;1;3.37850597;1
7140;3;44;1;0;0;4;0;NA;0;0;1;1;4.460588957;0
7141;1;28;NA;NA;1;3;1;2.95651156;1;0;0;1;3.074294596;NA
7142;1;49;0;0;0;3;1;2.599836616;1;0;0;1;4.194885791;1
7143;1;31;NA;NA;2;3;1;2.590267165;1;0;0;1;2.668829488;NA
7144;NA;44;NA;NA;0;4;1;4.317488114;NA;NA;NA;1;4.298070028;NA
7145;2;42;0;0;0;5;1;3.831980298;0;1;0;1;3.598365447;1
7146;2;41;1;0;2;4;0;NA;0;1;0;1;3.968112472;0
7147;3;45;1;0;0;5;1;4.403430543;0;0;1;1;3.921592456;0
7148;1;36;1;0;0;3;0;NA;1;0;0;1;3.710283363;0
7149;1;33;0;0;0;5;1;3.516127348;1;0;0;1;3.8485096;1
7150;1;41;0;0;0;3;1;NA;1;0;0;1;NA;1
7151;2;42;0;1;0;3;1;3.274965292;0;1;0;1;3.872802292;0
7152;2;43;1;0;0;4;1;3.58512022;0;1;0;1;3.649658741;0
7153;3;46;0;1;0;5;1;3.467337184;0;0;1;1;4.2782674;0
7154;2;46;NA;NA;0;5;0;NA;0;1;0;1;1.975682307;NA
7155;2;36;1;0;0;4;1;3.402617941;0;1;0;1;3.975801021;0
7156;3;37;1;0;2;5;1;4.012564235;0;0;1;1;4.172906885;0
7157;NA;39;0;0;1;5;1;4.237445406;NA;NA;NA;1;3.698448905;1
7158;3;34;0;1;1;5;1;3.764969587;0;0;1;1;4.267842883;0
7159;NA;49;1;0;0;5;1;5.076775097;NA;NA;NA;0;NA;0
7160;3;42;1;0;2;5;1;3.887330393;0;0;1;1;4.65296085;0
7161;NA;50;NA;NA;0;3;1;2.628007493;NA;NA;NA;1;2.668829488;NA
7162;NA;40;0;0;0;3;0;NA;NA;NA;NA;0;NA;1
7163;1;25;NA;NA;1;4;0;NA;1;0;0;1;2.445685937;NA
7164;2;39;1;0;0;4;1;3.842343085;0;1;0;1;3.513083206;0
7165;3;53;0;1;0;4;0;NA;0;0;1;1;3.937340813;0
7166;1;25;0;0;1;4;0;NA;1;0;0;1;3.361976669;1
7167;3;30;0;0;0;4;1;2.851151045;0;0;1;1;4.258064693;1
7168;2;31;1;0;0;4;1;3.968112472;0;1;0;1;3.710283363;0
7169;NA;51;1;0;0;4;1;3.733540225;NA;NA;NA;0;NA;0
7170;1;40;NA;NA;0;4;0;NA;1;0;0;NA;NA;NA
7171;2;54;0;0;0;4;1;NA;0;1;0;1;3.600868577;1
7172;3;53;0;1;0;5;1;3.060052239;0;0;1;1;3.789420683;0
7173;1;39;0;0;1;3;0;NA;1;0;0;1;3.536330056;1
7174;1;41;0;0;0;3;0;NA;1;0;0;1;3.58512022;1
7175;1;25;0;0;0;4;1;2.95651156;1;0;0;1;3.33120501;1
7176;1;30;1;0;0;3;1;NA;1;0;0;1;2.684577845;0
7177;NA;40;NA;NA;0;5;1;2.628007493;NA;NA;NA;1;NA;NA
7178;2;41;0;1;0;4;1;2.995732274;0;1;0;1;3.852599585;0
7179;3;54;0;1;0;4;1;3.440308512;0;0;1;1;3.821508998;0
7180;1;41;0;0;0;4;1;3.872802292;1;0;0;1;4.342805922;1
7181;NA;42;0;1;0;5;1;4.057620729;NA;NA;NA;1;3.138833117;0
7182;NA;42;NA;NA;1;4;1;2.822980168;NA;NA;NA;1;2.905218266;NA
7183;NA;34;NA;NA;1;4;0;NA;NA;NA;NA;1;2.878550019;NA
7184;1;43;0;0;0;4;0;NA;1;0;0;0;NA;1
7185;1;45;0;0;0;5;1;3.153870995;1;0;0;1;3.516127348;1
7186;1;27;0;0;0;5;1;2.708691021;1;0;0;1;3.361976669;1
7187;1;27;0;0;0;5;1;3.361976669;1;0;0;1;2.708691021;1
7188;1;33;0;0;0;4;1;2.978490467;1;0;0;1;3.028832222;1
7189;1;36;0;0;0;3;1;2.95651156;1;0;0;1;2.981204173;1
7190;3;40;0;0;0;3;1;3.440308512;0;0;1;1;3.516127348;1
7191;1;50;NA;NA;0;4;0;NA;1;0;0;1;NA;NA
7192;1;40;0;0;0;3;1;2.634927936;1;0;0;1;3.401197382;1
7193;3;41;1;0;0;4;1;3.310683374;0;0;1;1;3.442019376;0
7194;2;30;0;0;1;3;1;2.855970331;0;1;0;1;1.832581464;1
7195;1;36;0;0;1;4;0;NA;1;0;0;1;NA;1
7196;1;51;0;0;0;5;1;3.292983797;1;0;0;1;3.580665869;1
7197;NA;39;NA;NA;0;3;0;NA;NA;NA;NA;1;3.074294596;NA
7198;1;38;0;0;0;5;0;NA;1;0;0;1;2.709971431;1
7199;NA;38;0;0;0;4;0;NA;NA;NA;NA;1;2.888634138;1
7200;1;47;0;0;0;4;1;2.720122782;1;0;0;1;3.674351354;1
7201;1;33;0;0;0;3;1;2.26336438;1;0;0;1;2.26336438;1
7202;1;54;0;0;0;3;0;NA;1;0;0;1;3.007804855;1
7203;1;30;0;0;0;4;1;2.668829488;1;0;0;1;3.028832222;1
7204;1;53;0;0;0;4;1;3.649658741;1;0;0;1;3.785790915;1
7205;2;28;0;0;1;3;1;2.302585093;0;1;0;1;2.95651156;1
7206;2;33;0;0;0;3;1;2.302585093;0;1;0;1;2.63905733;1
7207;NA;32;NA;NA;0;5;0;NA;NA;NA;NA;1;2.486507931;NA
7208;3;41;1;0;0;5;1;3.361976669;0;0;1;1;1.570217199;0
7209;2;48;1;0;0;3;1;3.516127348;0;1;0;1;3.442019376;0
7210;1;25;0;0;2;3;0;NA;1;0;0;0;NA;1
7211;2;41;1;0;0;3;1;2.95651156;0;1;0;1;3.767441777;0
7212;2;43;0;0;0;3;1;2.995732274;0;1;0;1;2.302585093;1
7213;1;34;0;0;2;4;1;NA;1;0;0;1;3.601868077;1
7214;3;35;1;0;2;5;1;3.516127348;0;0;1;1;2.878550019;0
7215;1;44;1;0;0;5;1;3.555348061;1;0;0;1;2.822980168;0
7216;1;41;0;0;0;3;1;2.95651156;1;0;0;1;3.179655112;1
7217;1;49;0;0;0;4;1;2.697000365;1;0;0;1;3.074294596;1
7218;NA;28;0;0;1;4;0;NA;NA;NA;NA;1;NA;1
7219;1;45;0;0;0;4;1;2.343407088;1;0;0;1;2.733368009;1
7220;3;39;1;0;0;4;1;3.457286848;0;0;1;1;3.744968921;0
7221;1;35;0;0;1;4;1;2.525728644;1;0;0;1;2.822980168;1
7222;1;52;0;0;0;4;0;NA;1;0;0;1;4.2782674;1
7223;3;48;1;0;0;4;1;2.905218266;0;0;1;1;3.968112472;0
7224;1;32;NA;NA;0;4;1;2.525728644;1;0;0;1;NA;NA
7225;2;37;0;1;0;4;1;2.95651156;0;1;0;1;3.274965292;0
7226;1;28;NA;NA;1;4;0;NA;1;0;0;1;2.668829488;NA
7227;1;28;0;0;1;5;1;3.844581725;1;0;0;1;3.001152341;1
7228;1;30;0;0;1;4;1;3.090042953;1;0;0;1;3.061872076;1
7229;2;41;0;0;0;3;1;3.292983797;0;1;0;1;3.556346564;1
7230;1;37;0;0;0;3;1;2.343407088;1;0;0;1;3.197673617;1
7231;1;26;0;0;2;4;1;3.244193633;1;0;0;0;NA;1
7232;NA;49;0;0;0;5;1;NA;NA;NA;NA;0;NA;1
7233;1;27;NA;NA;1;3;0;NA;1;0;0;1;3.11066224;NA
7234;1;52;0;0;0;5;1;2.720122782;1;0;0;1;3.179655112;1
7235;1;37;NA;NA;0;5;0;NA;1;0;0;1;3.244193633;NA
7236;3;50;0;0;0;4;1;3.457272418;0;0;1;0;NA;1
7237;1;46;0;0;0;3;1;2.26336438;1;0;0;0;NA;1
7238;1;32;1;0;0;3;0;NA;1;0;0;1;2.981204173;0
7239;1;44;0;0;0;4;1;3.090042953;1;0;0;1;3.968112472;1
7240;1;30;0;0;2;3;0;NA;1;0;0;1;3.159452404;1
7241;1;39;0;0;0;3;0;NA;1;0;0;1;3.253763084;1
7242;NA;44;NA;NA;0;4;0;NA;NA;NA;NA;1;NA;NA
7243;NA;47;0;0;0;3;0;NA;NA;NA;NA;0;NA;1
7244;1;45;NA;NA;0;3;0;NA;1;0;0;1;NA;NA
7245;1;50;0;0;0;1;0;NA;1;0;0;0;NA;1
7246;1;42;0;0;0;1;1;3.742123969;1;0;0;1;2.032349934;1
7247;1;50;NA;NA;0;3;0;NA;1;0;0;1;3.442019376;NA
7248;NA;38;NA;NA;1;3;1;NA;NA;NA;NA;1;3.074294596;NA
7249;2;40;0;0;0;1;1;3.624340933;0;1;0;0;NA;1
7250;1;30;0;0;2;5;0;NA;1;0;0;1;3.649658741;1
7251;1;32;NA;NA;0;4;1;0.990398704;1;0;0;1;2.445685937;NA
7252;1;47;0;0;0;4;1;2.563468972;1;0;0;1;3.442019376;1
7253;NA;45;1;0;0;5;1;4.482567864;NA;NA;NA;1;3.203371638;0
7254;NA;46;0;0;0;1;0;NA;NA;NA;NA;0;NA;1
7255;1;29;0;0;0;5;1;2.748872196;1;0;0;1;3.269025609;1
7256;1;33;NA;NA;0;1;0;NA;1;0;0;0;NA;NA
7257;1;54;1;0;0;4;1;3.138833117;1;0;0;1;3.698448905;0
7258;3;52;0;0;0;5;1;3.328075117;0;0;1;1;2.831348417;1
7259;3;43;1;0;0;4;0;NA;0;0;1;1;4.37357758;0
7260;2;41;0;0;0;2;0;NA;0;1;0;1;3.179655112;1
7261;NA;37;NA;NA;2;5;0;NA;NA;NA;NA;1;2.646356632;NA
7262;1;44;0;0;0;3;1;2.78743523;1;0;0;0;NA;1
7263;1;54;0;0;0;3;1;2.95651156;1;0;0;1;4.055123849;1
7264;1;27;0;0;0;3;1;3.27859506;1;0;0;1;3.270835564;1
7265;NA;53;0;0;0;4;0;NA;NA;NA;NA;1;3.649658741;1
7266;3;54;1;0;0;5;1;3.565981318;0;0;1;1;3.34516955;0
7267;1;48;0;0;0;2;1;1.906689436;1;0;0;0;NA;1
7268;1;46;0;0;0;3;0;NA;1;0;0;1;3.810926889;1
7269;3;50;1;0;0;4;1;3.958979989;0;0;1;1;3.361976669;0
7270;2;40;0;0;0;4;1;3.530311983;0;1;0;1;3.218875825;1
7271;1;51;0;0;0;4;1;2.872834137;1;0;0;1;3.516127348;1
7272;3;52;1;0;0;4;1;3.005301725;0;0;1;1;3.872802292;0
7273;1;34;0;0;0;3;0;NA;1;0;0;1;3.30671399;1
7274;1;48;0;0;0;3;1;3.159452404;1;0;0;1;2.889302811;1
7275;3;42;1;0;0;4;1;3.516127348;0;0;1;1;1.99053443;0
7276;2;30;0;0;1;4;1;2.430418465;0;1;0;1;4.321144425;1
7277;NA;30;0;0;0;2;0;NA;NA;NA;NA;1;2.668829488;1
7278;2;43;1;0;0;4;1;3.688879454;0;1;0;1;3.074294596;0
7279;1;33;0;0;0;1;1;2.708050201;1;0;0;1;2.35867456;1
7280;NA;32;0;0;0;3;1;2.040220829;NA;NA;NA;1;2.1092137;1
7281;3;34;0;0;1;4;1;3.230948406;0;0;1;1;3.024170209;1
7282;1;40;0;0;0;4;1;2.905218266;1;0;0;1;3.858677025;1
7283;2;38;0;0;0;4;1;3.11066224;0;1;0;1;3.80899078;1
7284;1;42;1;0;0;3;0;NA;1;0;0;1;3.937340813;0
7285;1;49;NA;NA;0;3;0;NA;1;0;0;1;2.486507931;NA
7286;2;53;0;1;1;3;1;3.179655112;0;1;0;1;3.58512022;0
7287;2;45;0;0;0;3;0;NA;0;1;0;1;3.324236341;1
7288;3;40;0;1;0;4;1;3.274965292;0;0;1;1;5.022905387;0
7289;1;36;0;0;1;3;1;2.748872196;1;0;0;1;3.179655112;1
7290;2;40;1;0;0;5;1;3.467337184;0;1;0;1;4.866054065;0
7291;1;46;0;0;0;3;1;2.822980168;1;0;0;1;3.968112472;1
7292;1;42;0;0;2;4;1;3.58512022;1;0;0;0;NA;1
7293;NA;51;0;0;0;4;0;NA;NA;NA;NA;0;NA;1
7294;1;36;0;0;0;2;0;NA;1;0;0;0;NA;1
7295;1;38;0;0;0;3;0;NA;1;0;0;0;NA;1
7296;1;34;0;0;0;4;1;2.499753158;1;0;0;1;2.95651156;1
7297;1;51;0;0;0;1;0;NA;1;0;0;0;NA;1
7298;1;41;0;0;0;3;1;2.312154544;1;0;0;0;NA;1
7299;2;25;0;0;1;3;1;3.285015627;0;1;0;1;2.811930332;1
7300;NA;49;0;0;0;2;0;NA;NA;NA;NA;0;NA;1
7301;1;35;0;0;0;3;0;NA;1;0;0;1;2.327902901;1
7302;3;43;NA;NA;0;4;1;3.203371638;0;0;1;1;3.516127348;NA
7303;1;48;0;0;0;3;0;NA;1;0;0;0;NA;1
7304;1;31;0;0;0;5;1;2.173752221;1;0;0;1;2.286248674;1
7305;NA;38;0;0;0;1;0;NA;NA;NA;NA;0;NA;1
7306;3;52;0;0;0;3;1;3.179655112;0;0;1;1;3.778491613;1
7307;1;47;0;1;0;4;0;NA;1;0;0;1;5.022905387;0
7308;1;40;1;0;0;3;0;NA;1;0;0;1;4.079816462;0
7309;1;47;0;0;0;3;1;2.975929646;1;0;0;1;4.363425209;1
7310;1;51;1;0;0;4;0;NA;1;0;0;1;4.160484365;0
7311;2;44;1;0;0;4;1;3.940460941;0;1;0;1;4.514656178;0
7312;3;33;1;0;2;4;1;4.107767583;0;0;1;1;3.937340813;0
7313;1;28;0;0;2;3;0;NA;1;0;0;1;3.361976669;1
7314;2;31;0;0;0;4;1;2.851151045;0;1;0;1;3.736670118;1
7315;1;36;0;0;0;3;1;3.05182174;1;0;0;1;2.668829488;1
7316;1;28;0;0;0;4;1;3.196402969;1;0;0;1;2.525728644;1
7317;2;46;0;0;0;5;1;3.195886307;0;1;0;1;3.58512022;1
7318;2;32;0;0;2;4;1;2.903110784;0;1;0;1;3.08049754;1
7319;3;50;1;0;0;4;1;2.782158173;0;0;1;1;3.85667291;0
7320;NA;43;1;0;0;4;0;NA;NA;NA;NA;1;4.237445406;0
7321;1;40;0;0;0;3;1;3.314168522;1;0;0;1;3.222829537;1
7322;1;40;0;0;0;4;1;-3.728100167;1;0;0;1;2.779177545;1
7323;2;25;0;0;0;3;1;2.813410717;0;1;0;0;NA;1
7324;3;39;0;1;1;2;0;NA;0;0;1;1;3.310683374;0
7325;1;48;0;0;0;3;1;3.074294596;1;0;0;1;3.304818255;1
7326;1;50;0;0;0;3;0;NA;1;0;0;1;NA;1
7327;1;44;0;0;0;5;1;2.905218266;1;0;0;1;2.931193752;1
7328;2;40;1;0;0;5;1;2.708050201;0;1;0;1;4.311057223;0
7329;1;40;0;0;0;3;1;3.361976669;1;0;0;1;3.157182256;1
7330;1;35;0;0;1;5;0;NA;1;0;0;1;3.516127348;1
7331;2;48;1;0;0;5;1;3.442019376;0;1;0;1;3.498835851;0
7332;3;52;1;0;0;1;0;NA;0;0;1;1;4.501410952;0
7333;1;47;0;0;0;5;0;NA;1;0;0;1;3.218875825;1
7334;1;42;0;0;0;4;1;2.668829488;1;0;0;1;2.905218266;1
7335;1;43;1;0;0;5;1;3.40723326;1;0;0;1;3.218875825;0
7336;2;31;1;0;1;5;1;2.525728644;0;1;0;1;3.442019376;0
7337;2;47;1;0;0;4;1;6.175387385;0;1;0;1;3.744968921;0
7338;2;43;1;0;0;5;1;3.394766491;0;1;0;1;3.649658741;0
7339;1;31;0;0;0;5;1;2.26336438;1;0;0;1;2.686221231;1
7340;2;52;0;1;0;4;0;NA;0;1;0;1;3.179655112;0
7341;2;42;0;1;0;2;1;2.95651156;0;1;0;1;3.361976669;0
7342;1;47;0;0;0;4;1;3.256616153;1;0;0;1;3.179655112;1
7343;1;34;0;0;0;2;0;NA;1;0;0;1;2.634927936;1
7344;1;51;0;0;0;3;1;2.381147415;1;0;0;1;2.634927936;1
7345;NA;43;NA;NA;0;4;1;2.26336438;NA;NA;NA;0;NA;NA
7346;NA;30;NA;NA;1;3;0;NA;NA;NA;NA;NA;NA;NA
7347;3;51;0;1;0;4;1;3.401197382;0;0;1;1;4.342805922;0
7348;3;26;0;0;1;4;1;3.276286732;0;0;1;1;NA;1
7349;NA;54;NA;NA;0;3;1;2.668829488;NA;NA;NA;0;NA;NA
7350;NA;50;0;0;0;3;0;NA;NA;NA;NA;1;3.024170209;1
7351;NA;33;0;0;2;4;1;2.708050201;NA;NA;NA;1;3.074294596;1
7352;2;48;NA;NA;0;5;1;2.813410717;0;1;0;1;4.565949473;NA
7353;1;47;0;0;0;3;0;NA;1;0;0;1;NA;1
7354;1;31;0;0;0;4;1;3.061872076;1;0;0;1;3.321154674;1
7355;2;53;1;0;0;3;1;4.041700829;0;1;0;1;3.838900741;0
7356;1;51;0;0;0;5;0;NA;1;0;0;1;3.23792402;1
7357;1;49;1;0;0;4;0;NA;1;0;0;1;4.209274529;0
7358;1;50;NA;NA;0;5;1;2.668829488;1;0;0;0;NA;NA
7359;1;40;0;0;0;4;0;NA;1;0;0;1;3.408496684;1
7360;1;47;0;0;0;2;0;NA;1;0;0;0;NA;1
7361;1;46;0;0;0;4;0;NA;1;0;0;1;3.58512022;1
7362;1;31;0;0;1;5;0;NA;1;0;0;1;2.822980168;1
7363;1;27;0;0;0;4;1;2.26336438;1;0;0;1;3.361976669;1
7364;1;54;0;0;0;4;1;3.285015627;1;0;0;0;NA;1
7365;1;27;0;0;0;4;1;3.199457739;1;0;0;1;2.851151045;1
7366;1;27;1;0;0;5;1;2.95651156;1;0;0;1;3.244193633;0
7367;1;50;0;0;0;3;1;NA;1;0;0;0;NA;1
7368;3;43;1;0;1;4;1;3.05182174;0;0;1;1;3.821508998;0
7369;1;42;NA;NA;0;5;1;2.668829488;1;0;0;1;2.668829488;NA
7370;2;32;0;0;0;2;1;3.05182174;0;1;0;1;2.705197132;1
7371;2;43;0;0;0;4;1;2.774190004;0;1;0;1;3.402798663;1
7372;1;51;0;0;0;1;0;NA;1;0;0;1;2.381147415;1
7373;1;52;0;0;0;4;0;NA;1;0;0;1;3.614973183;1
7374;1;46;0;0;0;3;0;NA;1;0;0;1;3.710283363;1
7375;2;40;1;0;0;3;1;3.05182174;0;1;0;1;3.16868608;0
7376;2;39;0;0;0;4;1;2.822980168;0;1;0;1;3.187623281;1
7377;1;51;0;0;0;3;0;NA;1;0;0;1;3.629456034;1
7378;1;48;0;0;0;4;1;2.182844286;1;0;0;1;2.386300781;1
7379;2;43;0;1;0;4;1;3.179655112;0;1;0;1;3.398344313;0
7380;2;34;1;0;0;5;1;3.274965292;0;1;0;1;3.179655112;0
7381;1;25;NA;NA;1;3;0;NA;1;0;0;1;4.055123849;NA
7382;2;27;0;0;0;3;1;3.410766833;0;1;0;0;NA;1
7383;NA;43;1;0;0;4;1;3.801058387;NA;NA;NA;1;4.971414581;0
7384;1;30;0;0;1;1;0;NA;1;0;0;1;3.424727879;1
7385;1;35;0;0;1;5;0;NA;1;0;0;1;2.563468972;1
7386;3;41;0;1;0;4;1;3.138833117;0;0;1;1;3.662081261;0
7387;1;52;0;0;0;3;0;NA;1;0;0;1;2.851151045;1
7388;NA;52;0;1;0;2;1;4.165471906;NA;NA;NA;1;3.022018363;0
7389;1;46;0;0;0;3;1;2.599836616;1;0;0;1;3.179655112;1
7390;NA;37;1;0;1;4;1;4.565949473;NA;NA;NA;1;3.767441777;0
7391;1;46;1;0;0;3;0;NA;1;0;0;1;4.055123849;0
7392;3;45;0;0;0;5;1;3.256616153;0;0;1;0;NA;1
7393;1;30;0;0;1;4;1;3.274965292;1;0;0;1;3.328075117;1
7394;1;51;0;0;0;4;1;3.230747386;1;0;0;1;3.182508181;1
7395;1;37;0;0;1;3;0;NA;1;0;0;1;3.274965292;1
7396;1;52;1;0;0;3;1;2.95651156;1;0;0;0;NA;0
7397;1;27;0;0;2;4;1;5.107963638;1;0;0;1;3.138833117;1
7398;1;45;0;0;0;4;1;3.442019376;1;0;0;1;4.2782674;1
7399;3;49;0;0;0;4;1;3.362010001;0;0;1;1;NA;1
7400;1;53;0;0;0;3;0;NA;1;0;0;0;NA;1
7401;1;50;0;0;0;4;1;2.95648656;1;0;0;1;3.074294596;1
7402;2;39;0;0;0;3;1;2.978490467;0;1;0;1;3.179655112;1
7403;2;35;0;0;0;5;1;2.445685937;0;1;0;1;3.552597028;1
7404;2;44;0;0;0;3;0;NA;0;1;0;1;5.059425458;1
7405;NA;28;0;0;2;4;0;NA;NA;NA;NA;1;3.082805286;1
7406;1;29;0;0;1;3;0;NA;1;0;0;1;3.457211088;1
7407;NA;31;NA;NA;0;3;1;2.931245033;NA;NA;NA;1;3.580665869;NA
7408;NA;42;NA;NA;0;3;1;2.813410717;NA;NA;NA;1;3.218875825;NA
7409;3;34;0;0;0;4;1;3.021050082;0;0;1;1;3.256616153;1
7410;1;37;0;0;1;4;1;3.852599585;1;0;0;1;3.797909699;1
7411;1;37;1;0;0;4;1;2.668829488;1;0;0;1;3.516127348;0
7412;NA;52;NA;NA;0;1;0;NA;NA;NA;NA;0;NA;NA
7413;1;42;0;0;0;4;1;3.467337184;1;0;0;0;NA;1
7414;1;30;0;0;2;5;1;3.149882953;1;0;0;1;3.324236341;1
7415;1;51;NA;NA;0;3;1;2.851151045;1;0;0;1;4.565949473;NA
7416;1;28;0;0;0;4;1;3.199457739;1;0;0;1;3.310683374;1
7417;1;41;1;0;1;5;1;2.95651156;1;0;0;1;3.767441777;0
7418;1;27;0;0;1;3;0;NA;1;0;0;1;2.917822706;1
7419;1;49;1;0;0;3;0;NA;1;0;0;1;NA;0
7420;1;35;0;0;1;5;0;NA;1;0;0;1;3.649658741;1
7421;1;30;0;0;0;5;1;0.223143551;1;0;0;1;3.968112472;1
7422;2;29;0;0;2;3;1;2.923471706;0;1;0;1;3.169604776;1
7423;1;31;0;0;0;4;1;2.014903021;1;0;0;1;3.310683374;1
7424;1;53;NA;NA;0;5;1;2.989065582;1;0;0;0;NA;NA
7425;1;37;0;0;1;4;1;3.218875825;1;0;0;1;3.218875825;1
7426;2;33;0;0;2;4;0;NA;0;1;0;1;3.710283363;1
7427;1;38;NA;NA;0;3;0;NA;1;0;0;1;4.251238728;NA
7428;NA;50;0;0;0;4;1;3.564621698;NA;NA;NA;1;3.101092789;1
7429;1;46;0;0;0;3;0;NA;1;0;0;1;3.872802292;1
7430;2;40;0;0;0;4;1;2.902583218;0;1;0;1;3.361976669;1
7431;1;35;0;0;0;3;1;2.564949357;1;0;0;1;3.179655112;1
7432;NA;41;0;1;0;4;1;3.831980298;NA;NA;NA;1;3.567182519;0
7433;1;26;0;0;1;5;1;2.668829488;1;0;0;1;2.486507931;1
7434;1;52;0;1;0;4;0;NA;1;0;0;1;3.957143441;0
7435;1;30;0;0;1;5;0;NA;1;0;0;1;3.179655112;1
7436;1;40;1;0;0;5;0;NA;1;0;0;1;4.095945844;0
7437;1;54;0;0;0;2;0;NA;1;0;0;1;2.955146993;1
7438;1;30;0;0;0;5;1;3.466052148;1;0;0;1;2.772588722;1
7439;1;37;0;0;0;4;0;NA;1;0;0;1;3.480582411;1
7440;3;41;NA;NA;2;5;1;3.968112472;0;0;1;1;3.135494216;NA
7441;NA;40;NA;NA;1;5;1;4.448166437;NA;NA;NA;1;5.203007187;NA
7442;3;31;1;0;1;5;1;3.324236341;0;0;1;1;3.276983456;0
7443;1;51;0;0;0;4;1;2.525728644;1;0;0;1;3.577088048;1
7444;2;33;0;0;0;3;0;NA;0;1;0;1;4.525127478;1
7445;1;37;0;0;0;2;0;NA;1;0;0;1;3.20264463;1
7446;1;46;0;0;0;3;1;3.852599585;1;0;0;0;NA;1
7447;NA;36;0;1;3;4;1;4.403430543;NA;NA;NA;1;2.885637221;0
7448;NA;51;0;0;0;4;1;2.733368009;NA;NA;NA;1;2.905218266;1
7449;1;36;0;0;0;4;0;NA;1;0;0;1;3.809744156;1
7450;NA;36;0;0;0;5;1;3.649658741;NA;NA;NA;0;NA;1
7451;3;37;1;0;0;4;1;4.209274529;0;0;1;1;3.442019376;0
7452;3;41;1;0;0;5;0;NA;0;0;1;0;NA;0
7453;2;30;1;0;0;5;1;3.949763333;0;1;0;1;3.074294596;0
7454;2;30;1;0;0;5;1;3.074294596;0;1;0;1;3.949763333;0
7455;3;43;NA;NA;0;4;0;NA;0;0;1;1;4.902421709;NA
7456;1;31;0;0;0;4;1;3.79423997;1;0;0;1;2.26336438;1
7457;2;26;1;0;0;4;1;2.733368009;0;1;0;1;4.2782674;0
7458;1;39;0;0;0;5;0;NA;1;0;0;1;4.2782674;1
7459;2;53;0;1;0;5;1;4.237445406;0;1;0;1;4.273036351;0
7460;2;43;1;0;0;5;0;NA;0;1;0;1;3.580665869;0
7461;1;34;0;0;0;5;0;NA;1;0;0;1;3.649658741;1
7462;2;41;1;0;0;4;1;4.65296085;0;1;0;1;2.992229643;0
7463;2;33;0;1;2;4;1;3.274965292;0;1;0;1;3.352926833;0
7464;2;42;0;0;0;2;1;2.905218266;0;1;0;1;3.08230029;1
7465;3;53;1;0;0;4;1;NA;0;0;1;1;3.361976669;0
7466;2;39;1;0;0;2;1;3.516127348;0;1;0;1;3.968112472;0
7467;2;39;NA;NA;0;4;1;3.649658741;0;1;0;1;3.767441777;NA
7468;NA;39;NA;NA;2;4;1;3.767441777;NA;NA;NA;1;3.921592456;NA
7469;1;27;0;0;1;4;1;2.668829488;1;0;0;1;2.599836616;1
7470;3;44;NA;NA;1;5;1;3.303617053;0;0;1;1;3.179655112;NA
7471;2;36;1;0;0;4;1;2.668829488;0;1;0;1;3.005301725;0
7472;2;46;0;0;0;4;1;5.521460918;0;1;0;1;2.241960471;1
7473;2;36;0;1;1;4;0;NA;0;1;0;1;3.690480735;0
7474;3;52;NA;NA;0;4;1;4.2782674;0;0;1;1;3.872802292;NA
7475;1;41;0;0;0;3;1;3.179655112;1;0;0;1;3.442019376;1
7476;2;41;1;0;0;4;1;2.822980168;0;1;0;1;3.624340933;0
7477;1;39;NA;NA;0;5;1;3.688879454;1;0;0;1;3.179655112;NA
7478;1;50;0;0;0;3;1;3.139845776;1;0;0;1;3.482604656;1
7479;1;47;1;0;0;3;1;3.760884376;1;0;0;1;5.092042569;0
